,STATE,LGA,CANDIDATE,PARTY,VOTES
7208,Kano,Tarauni,Almustapha Hamza,AA,
7209,Kano,Tarauni,Sowore Omoyele Stephen,AAC,
7210,Kano,Tarauni,Ojei Princess Chichi,APM,
7211,Kano,Tarauni,Nnadi Charles Osita,APP,
7212,Kano,Tarauni,Adenuga Sunday Oluwafemi,BP,
7213,Kano,Tarauni,Osakwe Felix Johnson,NRM,
7214,Kano,Tarauni,Abiola Latifu Kolawole,PRP,
7215,Kano,Tarauni,Adebayo Adewole Ebenezer,SDP,
7216,Kano,Tarauni,Ado-Ibrahim Abdulmalik,YPP,
7217,Kano,Tarauni,Nwanyanwu Daniel Daberechukwu,ZLP,
7218,Kano,Tofa,Tinubu Bola Ahmed,APC,16773
7219,Kano,Tofa,Abubakar Atiku,PDP,2477
7220,Kano,Tofa,Obi Peter Gregory,LP,2020
7221,Kano,Tofa,Musa Mohammed Rabiu Kwankwaso,NNPP,25072
7222,Kano,Tofa,Kachikwu Dumebi,ADC,113
7223,Kano,Tofa,Umeadi Peter Nnanna Chukwudi,APGA,65
7224,Kano,Tofa,Sani Yabagi Yusuf,ADP,123
7225,Kano,Tofa,Imumolen Irene Christopher,A,13
7226,Kano,Tofa,Almustapha Hamza,AA,27
7227,Kano,Tofa,Sowore Omoyele Stephen,AAC,34
7228,Kano,Tofa,Ojei Princess Chichi,APM,137
7229,Kano,Tofa,Nnadi Charles Osita,APP,44
7230,Kano,Tofa,Adenuga Sunday Oluwafemi,BP,16
7231,Kano,Tofa,Osakwe Felix Johnson,NRM,53
7232,Kano,Tofa,Abiola Latifu Kolawole,PRP,12
7233,Kano,Tofa,Adebayo Adewole Ebenezer,SDP,36
7234,Kano,Tofa,Ado-Ibrahim Abdulmalik,YPP,522
7235,Kano,Tofa,Nwanyanwu Daniel Daberechukwu,ZLP,9
7236,Kano,Tsanyawa,Tinubu Bola Ahmed,APC,14052
7237,Kano,Tsanyawa,Abubakar Atiku,PDP,1721
7238,Kano,Tsanyawa,Obi Peter Gregory,LP,89
7239,Kano,Tsanyawa,Musa Mohammed Rabiu Kwankwaso,NNPP,14468
7240,Kano,Tsanyawa,Kachikwu Dumebi,ADC,57
7241,Kano,Tsanyawa,Umeadi Peter Nnanna Chukwudi,APGA,22
7242,Kano,Tsanyawa,Sani Yabagi Yusuf,ADP,43
7243,Kano,Tsanyawa,Imumolen Irene Christopher,A,6
7244,Kano,Tsanyawa,Almustapha Hamza,AA,1
7245,Kano,Tsanyawa,Sowore Omoyele Stephen,AAC,7
7246,Kano,Tsanyawa,Ojei Princess Chichi,APM,41
7247,Kano,Tsanyawa,Nnadi Charles Osita,APP,14
7248,Kano,Tsanyawa,Adenuga Sunday Oluwafemi,BP,12
7249,Kano,Tsanyawa,Osakwe Felix Johnson,NRM,13
7250,Kano,Tsanyawa,Abiola Latifu Kolawole,PRP,8
7251,Kano,Tsanyawa,Adebayo Adewole Ebenezer,SDP,9
7252,Kano,Tsanyawa,Ado-Ibrahim Abdulmalik,YPP,144
7253,Kano,Tsanyawa,Nwanyanwu Daniel Daberechukwu,ZLP,20
7254,Kano,Tudun Wada,Tinubu Bola Ahmed,APC,18017
7255,Kano,Tudun Wada,Abubakar Atiku,PDP,1965
7256,Kano,Tudun Wada,Obi Peter Gregory,LP,1053
7257,Kano,Tudun Wada,Musa Mohammed Rabiu Kwankwaso,NNPP,23041
7258,Kano,Tudun Wada,Kachikwu Dumebi,ADC,40
7259,Kano,Tudun Wada,Umeadi Peter Nnanna Chukwudi,APGA,22
7260,Kano,Tudun Wada,Sani Yabagi Yusuf,ADP,126
7261,Kano,Tudun Wada,Imumolen Irene Christopher,A,5
7262,Kano,Tudun Wada,Almustapha Hamza,AA,5
7263,Kano,Tudun Wada,Sowore Omoyele Stephen,AAC,11
7264,Kano,Tudun Wada,Ojei Princess Chichi,APM,39
7265,Kano,Tudun Wada,Nnadi Charles Osita,APP,2
7266,Kano,Tudun Wada,Adenuga Sunday Oluwafemi,BP,4
7267,Kano,Tudun Wada,Osakwe Felix Johnson,NRM,25
7268,Kano,Tudun Wada,Abiola Latifu Kolawole,PRP,8
7269,Kano,Tudun Wada,Adebayo Adewole Ebenezer,SDP,8
7270,Kano,Tudun Wada,Ado-Ibrahim Abdulmalik,YPP,119
7271,Kano,Tudun Wada,Nwanyanwu Daniel Daberechukwu,ZLP,21
7272,Kano,Ungogo,Tinubu Bola Ahmed,APC,8011
7273,Kano,Ungogo,Abubakar Atiku,PDP,4659
7274,Kano,Ungogo,Obi Peter Gregory,LP,334
7275,Kano,Ungogo,Musa Mohammed Rabiu Kwankwaso,NNPP,34916
7276,Kano,Ungogo,Kachikwu Dumebi,ADC,65
7277,Kano,Ungogo,Umeadi Peter Nnanna Chukwudi,APGA,34
7278,Kano,Ungogo,Sani Yabagi Yusuf,ADP,47
7279,Kano,Ungogo,Imumolen Irene Christopher,A,11
7280,Kano,Ungogo,Almustapha Hamza,AA,12
7281,Kano,Ungogo,Sowore Omoyele Stephen,AAC,16
7282,Kano,Ungogo,Ojei Princess Chichi,APM,127
7283,Kano,Ungogo,Nnadi Charles Osita,APP,22
7284,Kano,Ungogo,Adenuga Sunday Oluwafemi,BP,12
7285,Kano,Ungogo,Osakwe Felix Johnson,NRM,35
7286,Kano,Ungogo,Abiola Latifu Kolawole,PRP,8
7287,Kano,Ungogo,Adebayo Adewole Ebenezer,SDP,7
7288,Kano,Ungogo,Ado-Ibrahim Abdulmalik,YPP,378
7289,Kano,Ungogo,Nwanyanwu Daniel Daberechukwu,ZLP,41
7290,Kano,Warawa,Tinubu Bola Ahmed,APC,10352
7291,Kano,Warawa,Abubakar Atiku,PDP,1277
7292,Kano,Warawa,Obi Peter Gregory,LP,125
7293,Kano,Warawa,Musa Mohammed Rabiu Kwankwaso,NNPP,12708
7294,Kano,Warawa,Kachikwu Dumebi,ADC,53
7295,Kano,Warawa,Umeadi Peter Nnanna Chukwudi,APGA,43
7296,Kano,Warawa,Sani Yabagi Yusuf,ADP,36
7297,Kano,Warawa,Imumolen Irene Christopher,A,17
7298,Kano,Warawa,Almustapha Hamza,AA,4
7299,Kano,Warawa,Sowore Omoyele Stephen,AAC,19
7300,Kano,Warawa,Ojei Princess Chichi,APM,71
7301,Kano,Warawa,Nnadi Charles Osita,APP,10
7302,Kano,Warawa,Adenuga Sunday Oluwafemi,BP,7
7303,Kano,Warawa,Osakwe Felix Johnson,NRM,14
7304,Kano,Warawa,Abiola Latifu Kolawole,PRP,143
7305,Kano,Warawa,Adebayo Adewole Ebenezer,SDP,15
7306,Kano,Warawa,Ado-Ibrahim Abdulmalik,YPP,296
7307,Kano,Warawa,Nwanyanwu Daniel Daberechukwu,ZLP,29
7308,Kano,Wudil,Tinubu Bola Ahmed,APC,10279
7309,Kano,Wudil,Abubakar Atiku,PDP,2785
7310,Kano,Wudil,Obi Peter Gregory,LP,380
7311,Kano,Wudil,Musa Mohammed Rabiu Kwankwaso,NNPP,22517
7312,Kano,Wudil,Kachikwu Dumebi,ADC,106
7313,Kano,Wudil,Umeadi Peter Nnanna Chukwudi,APGA,39
7314,Kano,Wudil,Sani Yabagi Yusuf,ADP,102
7315,Kano,Wudil,Imumolen Irene Christopher,A,10
7316,Kano,Wudil,Almustapha Hamza,AA,11
7317,Kano,Wudil,Sowore Omoyele Stephen,AAC,26
7318,Kano,Wudil,Ojei Princess Chichi,APM,110
7319,Kano,Wudil,Nnadi Charles Osita,APP,16
7320,Kano,Wudil,Adenuga Sunday Oluwafemi,BP,13
7321,Kano,Wudil,Osakwe Felix Johnson,NRM,43
7322,Kano,Wudil,Abiola Latifu Kolawole,PRP,25
7323,Kano,Wudil,Adebayo Adewole Ebenezer,SDP,12
7324,Kano,Wudil,Ado-Ibrahim Abdulmalik,YPP,409
7325,Kano,Wudil,Nwanyanwu Daniel Daberechukwu,ZLP,88
7326,Katsina,Bakori,Tinubu Bola Ahmed,APC,
7327,Katsina,Bakori,Abubakar Atiku,PDP,
7328,Katsina,Bakori,Obi Peter Gregory,LP,
7329,Katsina,Bakori,Musa Mohammed Rabiu Kwankwaso,NNPP,
7330,Katsina,Bakori,Kachikwu Dumebi,ADC,
7331,Katsina,Bakori,Umeadi Peter Nnanna Chukwudi,APGA,
7332,Katsina,Bakori,Sani Yabagi Yusuf,ADP,
7333,Katsina,Bakori,Imumolen Irene Christopher,A,
7334,Katsina,Bakori,Almustapha Hamza,AA,
7335,Katsina,Bakori,Sowore Omoyele Stephen,AAC,
7336,Katsina,Bakori,Ojei Princess Chichi,APM,
7337,Katsina,Bakori,Nnadi Charles Osita,APP,
7338,Katsina,Bakori,Adenuga Sunday Oluwafemi,BP,
7339,Katsina,Bakori,Osakwe Felix Johnson,NRM,
7340,Katsina,Bakori,Abiola Latifu Kolawole,PRP,
7341,Katsina,Bakori,Adebayo Adewole Ebenezer,SDP,
7342,Katsina,Bakori,Ado-Ibrahim Abdulmalik,YPP,
7343,Katsina,Bakori,Nwanyanwu Daniel Daberechukwu,ZLP,
7344,Katsina,Batagarawa,Tinubu Bola Ahmed,APC,13950
7345,Katsina,Batagarawa,Abubakar Atiku,PDP,1697
7346,Katsina,Batagarawa,Obi Peter Gregory,LP,131
7347,Katsina,Batagarawa,Musa Mohammed Rabiu Kwankwaso,NNPP,1454
7348,Katsina,Batagarawa,Kachikwu Dumebi,ADC,56
7349,Katsina,Batagarawa,Umeadi Peter Nnanna Chukwudi,APGA,44
7350,Katsina,Batagarawa,Sani Yabagi Yusuf,ADP,58
7351,Katsina,Batagarawa,Imumolen Irene Christopher,A,8
7352,Katsina,Batagarawa,Almustapha Hamza,AA,19
7353,Katsina,Batagarawa,Sowore Omoyele Stephen,AAC,10
7354,Katsina,Batagarawa,Ojei Princess Chichi,APM,25
7355,Katsina,Batagarawa,Nnadi Charles Osita,APP,6
7356,Katsina,Batagarawa,Adenuga Sunday Oluwafemi,BP,12
7357,Katsina,Batagarawa,Osakwe Felix Johnson,NRM,71
7358,Katsina,Batagarawa,Abiola Latifu Kolawole,PRP,32
7359,Katsina,Batagarawa,Adebayo Adewole Ebenezer,SDP,12
7360,Katsina,Batagarawa,Ado-Ibrahim Abdulmalik,YPP,44
7361,Katsina,Batagarawa,Nwanyanwu Daniel Daberechukwu,ZLP,19
7362,Katsina,Batsari,Tinubu Bola Ahmed,APC,
7363,Katsina,Batsari,Abubakar Atiku,PDP,
7364,Katsina,Batsari,Obi Peter Gregory,LP,
7365,Katsina,Batsari,Musa Mohammed Rabiu Kwankwaso,NNPP,
7366,Katsina,Batsari,Kachikwu Dumebi,ADC,
7367,Katsina,Batsari,Umeadi Peter Nnanna Chukwudi,APGA,
7368,Katsina,Batsari,Sani Yabagi Yusuf,ADP,
7369,Katsina,Batsari,Imumolen Irene Christopher,A,
7370,Katsina,Batsari,Almustapha Hamza,AA,
7371,Katsina,Batsari,Sowore Omoyele Stephen,AAC,
7372,Katsina,Batsari,Ojei Princess Chichi,APM,
7373,Katsina,Batsari,Nnadi Charles Osita,APP,
7374,Katsina,Batsari,Adenuga Sunday Oluwafemi,BP,
7375,Katsina,Batsari,Osakwe Felix Johnson,NRM,
7376,Katsina,Batsari,Abiola Latifu Kolawole,PRP,
7377,Katsina,Batsari,Adebayo Adewole Ebenezer,SDP,
7378,Katsina,Batsari,Ado-Ibrahim Abdulmalik,YPP,
7379,Katsina,Batsari,Nwanyanwu Daniel Daberechukwu,ZLP,
7380,Katsina,Baure,Tinubu Bola Ahmed,APC,
7381,Katsina,Baure,Abubakar Atiku,PDP,
7382,Katsina,Baure,Obi Peter Gregory,LP,
7383,Katsina,Baure,Musa Mohammed Rabiu Kwankwaso,NNPP,
7384,Katsina,Baure,Kachikwu Dumebi,ADC,
7385,Katsina,Baure,Umeadi Peter Nnanna Chukwudi,APGA,
7386,Katsina,Baure,Sani Yabagi Yusuf,ADP,
7387,Katsina,Baure,Imumolen Irene Christopher,A,
7388,Katsina,Baure,Almustapha Hamza,AA,
7389,Katsina,Baure,Sowore Omoyele Stephen,AAC,
7390,Katsina,Baure,Ojei Princess Chichi,APM,
7391,Katsina,Baure,Nnadi Charles Osita,APP,
7392,Katsina,Baure,Adenuga Sunday Oluwafemi,BP,
7393,Katsina,Baure,Osakwe Felix Johnson,NRM,
7394,Katsina,Baure,Abiola Latifu Kolawole,PRP,
7395,Katsina,Baure,Adebayo Adewole Ebenezer,SDP,
7396,Katsina,Baure,Ado-Ibrahim Abdulmalik,YPP,
7397,Katsina,Baure,Nwanyanwu Daniel Daberechukwu,ZLP,
7398,Katsina,Bindawa,Tinubu Bola Ahmed,APC,
7399,Katsina,Bindawa,Abubakar Atiku,PDP,
7400,Katsina,Bindawa,Obi Peter Gregory,LP,
7401,Katsina,Bindawa,Musa Mohammed Rabiu Kwankwaso,NNPP,
7402,Katsina,Bindawa,Kachikwu Dumebi,ADC,
7403,Katsina,Bindawa,Umeadi Peter Nnanna Chukwudi,APGA,
7404,Katsina,Bindawa,Sani Yabagi Yusuf,ADP,
7405,Katsina,Bindawa,Imumolen Irene Christopher,A,
7406,Katsina,Bindawa,Almustapha Hamza,AA,
7407,Katsina,Bindawa,Sowore Omoyele Stephen,AAC,
7408,Katsina,Bindawa,Ojei Princess Chichi,APM,
7409,Katsina,Bindawa,Nnadi Charles Osita,APP,
7410,Katsina,Bindawa,Adenuga Sunday Oluwafemi,BP,
7411,Katsina,Bindawa,Osakwe Felix Johnson,NRM,
7412,Katsina,Bindawa,Abiola Latifu Kolawole,PRP,
7413,Katsina,Bindawa,Adebayo Adewole Ebenezer,SDP,
7414,Katsina,Bindawa,Ado-Ibrahim Abdulmalik,YPP,
7415,Katsina,Bindawa,Nwanyanwu Daniel Daberechukwu,ZLP,
7416,Katsina,Charanchi,Tinubu Bola Ahmed,APC,
7417,Katsina,Charanchi,Abubakar Atiku,PDP,
7418,Katsina,Charanchi,Obi Peter Gregory,LP,
7419,Katsina,Charanchi,Musa Mohammed Rabiu Kwankwaso,NNPP,
7420,Katsina,Charanchi,Kachikwu Dumebi,ADC,
7421,Katsina,Charanchi,Umeadi Peter Nnanna Chukwudi,APGA,
7422,Katsina,Charanchi,Sani Yabagi Yusuf,ADP,
7423,Katsina,Charanchi,Imumolen Irene Christopher,A,
7424,Katsina,Charanchi,Almustapha Hamza,AA,
7425,Katsina,Charanchi,Sowore Omoyele Stephen,AAC,
7426,Katsina,Charanchi,Ojei Princess Chichi,APM,
7427,Katsina,Charanchi,Nnadi Charles Osita,APP,
7428,Katsina,Charanchi,Adenuga Sunday Oluwafemi,BP,
7429,Katsina,Charanchi,Osakwe Felix Johnson,NRM,
7430,Katsina,Charanchi,Abiola Latifu Kolawole,PRP,
7431,Katsina,Charanchi,Adebayo Adewole Ebenezer,SDP,
7432,Katsina,Charanchi,Ado-Ibrahim Abdulmalik,YPP,
7433,Katsina,Charanchi,Nwanyanwu Daniel Daberechukwu,ZLP,
7434,Katsina,Dandume,Tinubu Bola Ahmed,APC,
7435,Katsina,Dandume,Abubakar Atiku,PDP,
7436,Katsina,Dandume,Obi Peter Gregory,LP,
7437,Katsina,Dandume,Musa Mohammed Rabiu Kwankwaso,NNPP,
7438,Katsina,Dandume,Kachikwu Dumebi,ADC,
7439,Katsina,Dandume,Umeadi Peter Nnanna Chukwudi,APGA,
7440,Katsina,Dandume,Sani Yabagi Yusuf,ADP,
7441,Katsina,Dandume,Imumolen Irene Christopher,A,
7442,Katsina,Dandume,Almustapha Hamza,AA,
7443,Katsina,Dandume,Sowore Omoyele Stephen,AAC,
7444,Katsina,Dandume,Ojei Princess Chichi,APM,
7445,Katsina,Dandume,Nnadi Charles Osita,APP,
7446,Katsina,Dandume,Adenuga Sunday Oluwafemi,BP,
7447,Katsina,Dandume,Osakwe Felix Johnson,NRM,
7448,Katsina,Dandume,Abiola Latifu Kolawole,PRP,
7449,Katsina,Dandume,Adebayo Adewole Ebenezer,SDP,
7450,Katsina,Dandume,Ado-Ibrahim Abdulmalik,YPP,
7451,Katsina,Dandume,Nwanyanwu Daniel Daberechukwu,ZLP,
7452,Katsina,Danja,Tinubu Bola Ahmed,APC,14334
7453,Katsina,Danja,Abubakar Atiku,PDP,18778
7454,Katsina,Danja,Obi Peter Gregory,LP,31
7455,Katsina,Danja,Musa Mohammed Rabiu Kwankwaso,NNPP,3361
7456,Katsina,Danja,Kachikwu Dumebi,ADC,45
7457,Katsina,Danja,Umeadi Peter Nnanna Chukwudi,APGA,53
7458,Katsina,Danja,Sani Yabagi Yusuf,ADP,55
7459,Katsina,Danja,Imumolen Irene Christopher,A,13
7460,Katsina,Danja,Almustapha Hamza,AA,7
7461,Katsina,Danja,Sowore Omoyele Stephen,AAC,18
7462,Katsina,Danja,Ojei Princess Chichi,APM,36
7463,Katsina,Danja,Nnadi Charles Osita,APP,17
7464,Katsina,Danja,Adenuga Sunday Oluwafemi,BP,14
7465,Katsina,Danja,Osakwe Felix Johnson,NRM,50
7466,Katsina,Danja,Abiola Latifu Kolawole,PRP,35
7467,Katsina,Danja,Adebayo Adewole Ebenezer,SDP,19
7468,Katsina,Danja,Ado-Ibrahim Abdulmalik,YPP,62
7469,Katsina,Danja,Nwanyanwu Daniel Daberechukwu,ZLP,9
7470,Katsina,Dan Musa,Tinubu Bola Ahmed,APC,
7471,Katsina,Dan Musa,Abubakar Atiku,PDP,
7472,Katsina,Dan Musa,Obi Peter Gregory,LP,
7473,Katsina,Dan Musa,Musa Mohammed Rabiu Kwankwaso,NNPP,
7474,Katsina,Dan Musa,Kachikwu Dumebi,ADC,
7475,Katsina,Dan Musa,Umeadi Peter Nnanna Chukwudi,APGA,
7476,Katsina,Dan Musa,Sani Yabagi Yusuf,ADP,
7477,Katsina,Dan Musa,Imumolen Irene Christopher,A,
7478,Katsina,Dan Musa,Almustapha Hamza,AA,
7479,Katsina,Dan Musa,Sowore Omoyele Stephen,AAC,
7480,Katsina,Dan Musa,Ojei Princess Chichi,APM,
7481,Katsina,Dan Musa,Nnadi Charles Osita,APP,
7482,Katsina,Dan Musa,Adenuga Sunday Oluwafemi,BP,
7483,Katsina,Dan Musa,Osakwe Felix Johnson,NRM,
7484,Katsina,Dan Musa,Abiola Latifu Kolawole,PRP,
7485,Katsina,Dan Musa,Adebayo Adewole Ebenezer,SDP,
7486,Katsina,Dan Musa,Ado-Ibrahim Abdulmalik,YPP,
7487,Katsina,Dan Musa,Nwanyanwu Daniel Daberechukwu,ZLP,
7488,Katsina,Daura,Tinubu Bola Ahmed,APC,
7489,Katsina,Daura,Abubakar Atiku,PDP,
7490,Katsina,Daura,Obi Peter Gregory,LP,
7491,Katsina,Daura,Musa Mohammed Rabiu Kwankwaso,NNPP,
7492,Katsina,Daura,Kachikwu Dumebi,ADC,
7493,Katsina,Daura,Umeadi Peter Nnanna Chukwudi,APGA,
7494,Katsina,Daura,Sani Yabagi Yusuf,ADP,
7495,Katsina,Daura,Imumolen Irene Christopher,A,
7496,Katsina,Daura,Almustapha Hamza,AA,
7497,Katsina,Daura,Sowore Omoyele Stephen,AAC,
7498,Katsina,Daura,Ojei Princess Chichi,APM,
7499,Katsina,Daura,Nnadi Charles Osita,APP,
7500,Katsina,Daura,Adenuga Sunday Oluwafemi,BP,
7501,Katsina,Daura,Osakwe Felix Johnson,NRM,
7502,Katsina,Daura,Abiola Latifu Kolawole,PRP,
7503,Katsina,Daura,Adebayo Adewole Ebenezer,SDP,
7504,Katsina,Daura,Ado-Ibrahim Abdulmalik,YPP,
7505,Katsina,Daura,Nwanyanwu Daniel Daberechukwu,ZLP,
7506,Katsina,Dutsi,Tinubu Bola Ahmed,APC,
7507,Katsina,Dutsi,Abubakar Atiku,PDP,
7508,Katsina,Dutsi,Obi Peter Gregory,LP,
7509,Katsina,Dutsi,Musa Mohammed Rabiu Kwankwaso,NNPP,
7510,Katsina,Dutsi,Kachikwu Dumebi,ADC,
7511,Katsina,Dutsi,Umeadi Peter Nnanna Chukwudi,APGA,
7512,Katsina,Dutsi,Sani Yabagi Yusuf,ADP,
7513,Katsina,Dutsi,Imumolen Irene Christopher,A,
7514,Katsina,Dutsi,Almustapha Hamza,AA,
7515,Katsina,Dutsi,Sowore Omoyele Stephen,AAC,
7516,Katsina,Dutsi,Ojei Princess Chichi,APM,
7517,Katsina,Dutsi,Nnadi Charles Osita,APP,
7518,Katsina,Dutsi,Adenuga Sunday Oluwafemi,BP,
7519,Katsina,Dutsi,Osakwe Felix Johnson,NRM,
7520,Katsina,Dutsi,Abiola Latifu Kolawole,PRP,
7521,Katsina,Dutsi,Adebayo Adewole Ebenezer,SDP,
7522,Katsina,Dutsi,Ado-Ibrahim Abdulmalik,YPP,
7523,Katsina,Dutsi,Nwanyanwu Daniel Daberechukwu,ZLP,
7524,Katsina,Dutsin-ma,Tinubu Bola Ahmed,APC,
7525,Katsina,Dutsin-ma,Abubakar Atiku,PDP,
7526,Katsina,Dutsin-ma,Obi Peter Gregory,LP,
7527,Katsina,Dutsin-ma,Musa Mohammed Rabiu Kwankwaso,NNPP,
7528,Katsina,Dutsin-ma,Kachikwu Dumebi,ADC,
7529,Katsina,Dutsin-ma,Umeadi Peter Nnanna Chukwudi,APGA,
7530,Katsina,Dutsin-ma,Sani Yabagi Yusuf,ADP,
7531,Katsina,Dutsin-ma,Imumolen Irene Christopher,A,
7532,Katsina,Dutsin-ma,Almustapha Hamza,AA,
7533,Katsina,Dutsin-ma,Sowore Omoyele Stephen,AAC,
7534,Katsina,Dutsin-ma,Ojei Princess Chichi,APM,
7535,Katsina,Dutsin-ma,Nnadi Charles Osita,APP,
7536,Katsina,Dutsin-ma,Adenuga Sunday Oluwafemi,BP,
7537,Katsina,Dutsin-ma,Osakwe Felix Johnson,NRM,
7538,Katsina,Dutsin-ma,Abiola Latifu Kolawole,PRP,
7539,Katsina,Dutsin-ma,Adebayo Adewole Ebenezer,SDP,
7540,Katsina,Dutsin-ma,Ado-Ibrahim Abdulmalik,YPP,
7541,Katsina,Dutsin-ma,Nwanyanwu Daniel Daberechukwu,ZLP,
7542,Katsina,Faskari,Tinubu Bola Ahmed,APC,
7543,Katsina,Faskari,Abubakar Atiku,PDP,
7544,Katsina,Faskari,Obi Peter Gregory,LP,
7545,Katsina,Faskari,Musa Mohammed Rabiu Kwankwaso,NNPP,
7546,Katsina,Faskari,Kachikwu Dumebi,ADC,
7547,Katsina,Faskari,Umeadi Peter Nnanna Chukwudi,APGA,
7548,Katsina,Faskari,Sani Yabagi Yusuf,ADP,
7549,Katsina,Faskari,Imumolen Irene Christopher,A,
7550,Katsina,Faskari,Almustapha Hamza,AA,
7551,Katsina,Faskari,Sowore Omoyele Stephen,AAC,
7552,Katsina,Faskari,Ojei Princess Chichi,APM,
7553,Katsina,Faskari,Nnadi Charles Osita,APP,
7554,Katsina,Faskari,Adenuga Sunday Oluwafemi,BP,
7555,Katsina,Faskari,Osakwe Felix Johnson,NRM,
7556,Katsina,Faskari,Abiola Latifu Kolawole,PRP,
7557,Katsina,Faskari,Adebayo Adewole Ebenezer,SDP,
7558,Katsina,Faskari,Ado-Ibrahim Abdulmalik,YPP,
7559,Katsina,Faskari,Nwanyanwu Daniel Daberechukwu,ZLP,
7560,Katsina,Funtua,Tinubu Bola Ahmed,APC,19453
7561,Katsina,Funtua,Abubakar Atiku,PDP,18411
7562,Katsina,Funtua,Obi Peter Gregory,LP,198
7563,Katsina,Funtua,Musa Mohammed Rabiu Kwankwaso,NNPP,3591
7564,Katsina,Funtua,Kachikwu Dumebi,ADC,140
7565,Katsina,Funtua,Umeadi Peter Nnanna Chukwudi,APGA,53
7566,Katsina,Funtua,Sani Yabagi Yusuf,ADP,91
7567,Katsina,Funtua,Imumolen Irene Christopher,A,9
7568,Katsina,Funtua,Almustapha Hamza,AA,27
7569,Katsina,Funtua,Sowore Omoyele Stephen,AAC,12
7570,Katsina,Funtua,Ojei Princess Chichi,APM,38
7571,Katsina,Funtua,Nnadi Charles Osita,APP,3
7572,Katsina,Funtua,Adenuga Sunday Oluwafemi,BP,11
7573,Katsina,Funtua,Osakwe Felix Johnson,NRM,43
7574,Katsina,Funtua,Abiola Latifu Kolawole,PRP,33
7575,Katsina,Funtua,Adebayo Adewole Ebenezer,SDP,9
7576,Katsina,Funtua,Ado-Ibrahim Abdulmalik,YPP,72
7577,Katsina,Funtua,Nwanyanwu Daniel Daberechukwu,ZLP,15
7578,Katsina,Ingawa,Tinubu Bola Ahmed,APC,
7579,Katsina,Ingawa,Abubakar Atiku,PDP,
7580,Katsina,Ingawa,Obi Peter Gregory,LP,
7581,Katsina,Ingawa,Musa Mohammed Rabiu Kwankwaso,NNPP,
7582,Katsina,Ingawa,Kachikwu Dumebi,ADC,
7583,Katsina,Ingawa,Umeadi Peter Nnanna Chukwudi,APGA,
7584,Katsina,Ingawa,Sani Yabagi Yusuf,ADP,
7585,Katsina,Ingawa,Imumolen Irene Christopher,A,
7586,Katsina,Ingawa,Almustapha Hamza,AA,
7587,Katsina,Ingawa,Sowore Omoyele Stephen,AAC,
7588,Katsina,Ingawa,Ojei Princess Chichi,APM,
7589,Katsina,Ingawa,Nnadi Charles Osita,APP,
7590,Katsina,Ingawa,Adenuga Sunday Oluwafemi,BP,
7591,Katsina,Ingawa,Osakwe Felix Johnson,NRM,
7592,Katsina,Ingawa,Abiola Latifu Kolawole,PRP,
7593,Katsina,Ingawa,Adebayo Adewole Ebenezer,SDP,
7594,Katsina,Ingawa,Ado-Ibrahim Abdulmalik,YPP,
7595,Katsina,Ingawa,Nwanyanwu Daniel Daberechukwu,ZLP,
7596,Katsina,Jibia,Tinubu Bola Ahmed,APC,
7597,Katsina,Jibia,Abubakar Atiku,PDP,
7598,Katsina,Jibia,Obi Peter Gregory,LP,
7599,Katsina,Jibia,Musa Mohammed Rabiu Kwankwaso,NNPP,
7600,Katsina,Jibia,Kachikwu Dumebi,ADC,
7601,Katsina,Jibia,Umeadi Peter Nnanna Chukwudi,APGA,
7602,Katsina,Jibia,Sani Yabagi Yusuf,ADP,
7603,Katsina,Jibia,Imumolen Irene Christopher,A,
7604,Katsina,Jibia,Almustapha Hamza,AA,
7605,Katsina,Jibia,Sowore Omoyele Stephen,AAC,
7606,Katsina,Jibia,Ojei Princess Chichi,APM,
7607,Katsina,Jibia,Nnadi Charles Osita,APP,
7608,Katsina,Jibia,Adenuga Sunday Oluwafemi,BP,
7609,Katsina,Jibia,Osakwe Felix Johnson,NRM,
7610,Katsina,Jibia,Abiola Latifu Kolawole,PRP,
7611,Katsina,Jibia,Adebayo Adewole Ebenezer,SDP,
7612,Katsina,Jibia,Ado-Ibrahim Abdulmalik,YPP,
7613,Katsina,Jibia,Nwanyanwu Daniel Daberechukwu,ZLP,
7614,Katsina,Kafur,Tinubu Bola Ahmed,APC,
7615,Katsina,Kafur,Abubakar Atiku,PDP,
7616,Katsina,Kafur,Obi Peter Gregory,LP,
7617,Katsina,Kafur,Musa Mohammed Rabiu Kwankwaso,NNPP,
7618,Katsina,Kafur,Kachikwu Dumebi,ADC,
7619,Katsina,Kafur,Umeadi Peter Nnanna Chukwudi,APGA,
7620,Katsina,Kafur,Sani Yabagi Yusuf,ADP,
7621,Katsina,Kafur,Imumolen Irene Christopher,A,
7622,Katsina,Kafur,Almustapha Hamza,AA,
7623,Katsina,Kafur,Sowore Omoyele Stephen,AAC,
7624,Katsina,Kafur,Ojei Princess Chichi,APM,
7625,Katsina,Kafur,Nnadi Charles Osita,APP,
7626,Katsina,Kafur,Adenuga Sunday Oluwafemi,BP,
7627,Katsina,Kafur,Osakwe Felix Johnson,NRM,
7628,Katsina,Kafur,Abiola Latifu Kolawole,PRP,
7629,Katsina,Kafur,Adebayo Adewole Ebenezer,SDP,
7630,Katsina,Kafur,Ado-Ibrahim Abdulmalik,YPP,
